molecule	locus	gene	start	end	strand	orientation	pseudo
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006533	nodD	4430	5386	reverse	0	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006541	nodA	7386	7973	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006571	nodZ	9973	10267	reverse	0	1
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006572	nodB	10741	11400	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006573	nodC	11400	12731	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006574	nodS	12747	13364	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006575	nodU	13409	13626	forward	1	1
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006576	nodI	13726	14640	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006577	nodJ	14644	15432	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006578	other	15639	16055	forward	1	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006579	nodD	16408	17346	reverse	0	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006580	nolE	17513	17845	reverse	0	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006581	other	18388	18904	reverse	0	1
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006582	other	18918	19212	reverse	0	1
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006583	noeL	19288	19944	reverse	0	0
Rhizobium_sophoriradicis_QUR0003	pgaptmp_006584	nolO	20139	22019	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005915	nolL	1	1113	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005933	nodD	3113	4021	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005934	other	4103	4450	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005935	nodD	4430	5386	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005941	nodA	7386	7973	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005970	nodZ	9973	10959	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005971	nodB	12587	13246	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005972	nodC	13254	14585	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005973	nodS	14601	15218	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005974	nodU	15254	15457	forward	1	1
Rhizobium_sp_QUR0071	pgaptmp_005975	nodU	15587	15874	forward	1	1
Rhizobium_sp_QUR0071	pgaptmp_005976	nodI	15938	16888	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005977	nodJ	16892	17680	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005978	other	17887	18303	forward	1	0
Rhizobium_sp_QUR0071	pgaptmp_005979	nodD	18656	19594	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005980	nolE	19763	20095	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005981	other	20484	21153	reverse	0	1
Rhizobium_sp_QUR0071	pgaptmp_005982	other	21167	21461	reverse	0	1
Rhizobium_sp_QUR0071	pgaptmp_005983	other	21949	22299	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005984	other	22303	22734	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005985	noeL	22794	23189	reverse	0	0
Rhizobium_sp_QUR0071	pgaptmp_005986	nolO	23384	25441	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006419	nolL	1111	1	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006401	nodD	4019	3111	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006400	other	4448	4101	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006399	nodD	5384	4428	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006390	nodA	7971	7384	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006363	nodZ	10957	9971	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006362	nodB	13244	12585	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006361	nodC	14583	13252	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006360	nodS	15216	14599	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006359	nodU	15455	15252	reverse	0	1
Rhizobium_sp_QUR0108	pgaptmp_006358	nodU	15872	15585	reverse	0	1
Rhizobium_sp_QUR0108	pgaptmp_006357	nodI	16886	15972	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006356	nodJ	17678	16890	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006355	other	18301	17885	reverse	0	0
Rhizobium_sp_QUR0108	pgaptmp_006354	nodD	19592	18654	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006353	nolE	20093	19761	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006352	other	21151	20482	forward	1	1
Rhizobium_sp_QUR0108	pgaptmp_006351	other	21459	21165	forward	1	1
Rhizobium_sp_QUR0108	pgaptmp_006350	other	22297	21947	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006349	other	22732	22301	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006348	noeL	23187	22792	forward	1	0
Rhizobium_sp_QUR0108	pgaptmp_006347	nolO	25439	23382	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006444	nolL	1	1113	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006464	nodD	3113	4021	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006465	other	4103	4450	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006466	nodD	4430	5386	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006475	nodA	7386	7973	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006501	nodZ	9973	10959	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006502	nodB	12587	13246	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006503	nodC	13254	14585	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006504	nodS	14601	15218	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006505	nodU	15254	15457	forward	1	1
Rhizobium_sp_QUR0225	pgaptmp_006506	nodU	15587	15874	forward	1	1
Rhizobium_sp_QUR0225	pgaptmp_006507	nodI	15938	16888	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006508	nodJ	16892	17680	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006509	other	17887	18303	forward	1	0
Rhizobium_sp_QUR0225	pgaptmp_006510	nodD	18656	19594	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006511	nolE	19763	20095	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006512	other	20484	21153	reverse	0	1
Rhizobium_sp_QUR0225	pgaptmp_006513	other	21167	21461	reverse	0	1
Rhizobium_sp_QUR0225	pgaptmp_006514	other	21949	22299	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006515	other	22303	22734	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006516	noeL	22794	23189	reverse	0	0
Rhizobium_sp_QUR0225	pgaptmp_006517	nolO	23384	25441	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000304	nolL	1	1113	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000322	nodD	3113	4021	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000323	other	4268	4852	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000324	other	4934	6466	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000325	other	6535	6888	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000326	other	6885	7271	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000327	other	7316	7684	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000328	nodD	7664	8620	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000334	nodA	10620	11207	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000369	nodZ	13207	14178	reverse	0	1
Rhizobium_croatiense_QUR0161	pgaptmp_000370	other	14625	15160	forward	1	1
Rhizobium_croatiense_QUR0161	pgaptmp_000371	nodB	15965	16624	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000372	nodC	16632	17951	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000373	nodS	17967	18584	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000374	nodU	18621	19019	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000375	nodU	18955	19240	forward	1	1
Rhizobium_croatiense_QUR0161	pgaptmp_000376	nodI	19343	20257	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000377	nodJ	20261	21049	forward	1	0
Rhizobium_croatiense_QUR0161	pgaptmp_000378	nodD	21462	22406	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000379	nolE	22573	22905	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000380	other	23446	23966	reverse	0	1
Rhizobium_croatiense_QUR0161	pgaptmp_000381	other	23977	24265	reverse	0	1
Rhizobium_croatiense_QUR0161	pgaptmp_000382	noeL	24341	24787	reverse	0	0
Rhizobium_croatiense_QUR0161	pgaptmp_000383	nolO	25189	25690	reverse	0	1
Rhizobium_croatiense_QUR0168	pgaptmp_000022	nolL	1111	1	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000008	nodD	4019	3111	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000007	nodD	5385	4429	forward	1	0
Rhizobium_croatiense_QUR0168	pgaptmp_000416	nodA	7972	7385	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000385	nodZ	10266	9972	forward	1	1
Rhizobium_croatiense_QUR0168	pgaptmp_000384	nodB	11399	10740	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000383	nodC	12730	11399	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000382	nodS	13363	12746	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000381	nodU	13597	13400	reverse	0	1
Rhizobium_croatiense_QUR0168	pgaptmp_000380	nodU	14016	13730	reverse	0	1
Rhizobium_croatiense_QUR0168	pgaptmp_000379	nodI	15030	14116	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000378	nodJ	15822	15034	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000377	other	16445	16029	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000376	other	17576	16971	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000376	other	16969	16631	reverse	0	0
Rhizobium_croatiense_QUR0168	pgaptmp_000375	nodD	18789	17845	forward	1	0
Rhizobium_croatiense_QUR0168	pgaptmp_000374	nolE	19288	18956	forward	1	0
Rhizobium_croatiense_QUR0168	pgaptmp_000373	other	20351	19831	forward	1	1
Rhizobium_croatiense_QUR0168	pgaptmp_000372	other	20644	20362	forward	1	1
Rhizobium_croatiense_QUR0168	pgaptmp_000371	noeL	21186	20719	forward	1	0
Rhizobium_croatiense_QUR0168	pgaptmp_000370	nolO	23625	21568	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006483	nolL	1111	1	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006862	nodD	4019	3111	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006861	other	4448	4101	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006860	nodD	5384	4428	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006851	nodA	7971	7384	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006825	nodZ	10957	9971	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006824	nodB	13244	12585	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006823	nodC	14583	13252	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006822	nodS	15216	14599	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006821	nodU	15455	15252	reverse	0	1
Rhizobium_sp_QUR0188	pgaptmp_006820	nodU	15872	15585	reverse	0	1
Rhizobium_sp_QUR0188	pgaptmp_006819	nodI	16886	15936	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006818	nodJ	17678	16890	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006817	other	18301	17885	reverse	0	0
Rhizobium_sp_QUR0188	pgaptmp_006816	nodD	19592	18654	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006815	nolE	20093	19761	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006814	other	21151	20482	forward	1	1
Rhizobium_sp_QUR0188	pgaptmp_006813	other	21459	21165	forward	1	1
Rhizobium_sp_QUR0188	pgaptmp_006812	other	22297	21947	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006811	other	22732	22301	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006810	noeL	23187	22792	forward	1	0
Rhizobium_sp_QUR0188	pgaptmp_006809	nolO	25439	23382	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000429	nolL	1	1113	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000007	nodD	3113	4021	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000008	nodD	4431	5387	reverse	0	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000016	nodA	7387	7974	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000047	nodZ	9974	10268	reverse	0	1
Rhizobium_leguminosarum_QUR0186	pgaptmp_000048	nodB	10742	11401	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000049	nodC	11401	12732	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000050	nodS	12748	13365	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000051	nodU	13402	13599	forward	1	1
Rhizobium_leguminosarum_QUR0186	pgaptmp_000052	nodU	13732	14018	forward	1	1
Rhizobium_leguminosarum_QUR0186	pgaptmp_000053	nodI	14118	15032	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000054	nodJ	15036	15824	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000055	other	16031	16447	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000056	other	16633	16971	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000056	other	16973	17578	forward	1	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000057	nodD	17847	18791	reverse	0	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000058	nolE	18958	19290	reverse	0	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000059	other	19833	20353	reverse	0	1
Rhizobium_leguminosarum_QUR0186	pgaptmp_000060	other	20364	20646	reverse	0	1
Rhizobium_leguminosarum_QUR0186	pgaptmp_000061	noeL	20721	21167	reverse	0	0
Rhizobium_leguminosarum_QUR0186	pgaptmp_000062	nolO	21570	23627	reverse	0	0
Rhizobium_mongolense_QUR0164	pgaptmp_006698	nodD	1	1002	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006698	nodA	3002	3592	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006699	hsnT	3885	5810	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006700	nodF	5897	6172	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006701	nodE	6173	7381	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006718	nodM	9381	11201	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006747	nodD	13201	13370	reverse	0	1
Rhizobium_mongolense_QUR0164	pgaptmp_006748	nodA	13704	14294	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006749	nodB	14291	14950	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006750	nodC	14963	16321	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006751	nodS	16342	16956	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006752	nodU	16990	18699	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006753	nodI	18705	19619	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006754	nodJ	19623	20411	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006755	z	20440	21492	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006756	nodH	21666	22412	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006757	nodP	22432	23331	forward	1	0
Rhizobium_mongolense_QUR0164	pgaptmp_006758	nodQ	23331	25223	forward	1	0
